year,GEOID,NAME,B25001_001E,B25002_003E,B25032_001E,B25032_013E,B25008_003E,B25119_003E,B25037_003E,B25039_003E,B25064_001E,B25071_001E,B25013_011E,B25003H_003E,B25003B_003E,B25003D_003E,B25003I_003E,B17017_001E,B17017_002E
2016,36005004300,"Census Tract 43, Bronx County, New York",2151,107,2044,1841,5231,18162,1954,2009,786,37.7,143,8,530,6,1354,2044,1006
2017,36005004300,"Census Tract 43, Bronx County, New York",2155,108,2047,1856,5393,19318,1957,2010,781,36.7,134,0,488,11,1417,2047,1002
2018,36005004300,"Census Tract 43, Bronx County, New York",2185,74,2111,1948,5430,21964,1970,2009,791,34.6,189,23,503,8,1502,2111,924
2019,36005004300,"Census Tract 43, Bronx County, New York",2177,116,2061,1909,4821,19450,1975,2010,773,33.5,177,34,545,10,1414,2061,939
2020,36005004300,"Census Tract 43, Bronx County, New York",2216,87,2129,1962,4672,23145,1973,2010,710,29.4,217,37,542,15,1508,2129,832
2012,36005004400,"Census Tract 44, Bronx County, New York",1731,58,1673,1513,3943,19191,1955,1999,460,27.8,135,11,632,20,993,1673,758
2013,36005004400,"Census Tract 44, Bronx County, New York",1723,55,1668,1520,3955,18737,1955,1999,387,26.9,156,19,657,17,978,1668,752
2014,36005004400,"Census Tract 44, Bronx County, New York",1714,44,1670,1510,4051,20709,1954,1999,448,27.4,169,0,594,14,963,1670,668
2015,36005004400,"Census Tract 44, Bronx County, New York",1711,72,1639,1525,4174,21493,1954,1999,526,27.4,209,12,658,0,922,1639,578
2016,36005004400,"Census Tract 44, Bronx County, New York",1696,61,1635,1520,4244,19591,1953,2000,480,28.5,177,9,647,11,916,1635,637
2017,36005004400,"Census Tract 44, Bronx County, New York",1693,57,1636,1551,4010,18435,1953,2001,438,28.9,209,29,690,14,888,1636,701
2018,36005004400,"Census Tract 44, Bronx County, New York",1701,60,1641,1558,4214,20411,1953,2002,561,30.9,225,32,679,20,866,1641,719
2019,36005004400,"Census Tract 44, Bronx County, New York",1709,61,1648,1579,4035,17226,1954,2005,523,33.7,215,47,645,22,914,1648,853
2020,36005004400,"Census Tract 44, Bronx County, New York",1623,24,1599,1545,4050,15662,1956,2006,493,34.8,140,28,549,22,978,1599,955
2012,36005004600,"Census Tract 46, Bronx County, New York",734,72,662,579,1697,21393,1954,1998,714,29.8,83,9,157,0,408,662,217
2013,36005004600,"Census Tract 46, Bronx County, New York",726,69,657,538,1272,25104,1958,1998,733,29.1,78,11,198,0,321,657,171
2014,36005004600,"Census Tract 46, Bronx County, New York",705,19,686,514,1246,39688,1963,2001,744,27.1,102,11,218,0,261,686,157
2015,36005004600,"Census Tract 46, Bronx County, New York",724,25,699,541,1477,28631,1966,2000,762,29.6,144,0,241,0,288,699,177
2016,36005004600,"Census Tract 46, Bronx County, New York",722,24,698,525,1624,33750,1965,2002,808,31.6,121,0,193,0,310,698,169
2017,36005004600,"Census Tract 46, Bronx County, New York",722,4,718,546,1513,35167,1963,2003,775,30.9,114,0,202,0,332,718,173
2018,36005004600,"Census Tract 46, Bronx County, New York",710,4,706,545,1487,29659,1963,2007,777,32.1,102,0,193,0,336,706,232
2019,36005004600,"Census Tract 46, Bronx County, New York",721,0,721,560,1630,22667,1962,2005,750,32.8,63,0,175,0,400,721,309
2020,36005004600,"Census Tract 46, Bronx County, New York",697,0,697,516,1489,27885,1960,2010,992,32.9,59,0,151,0,362,697,246
2012,36005004800,"Census Tract 48, Bronx County, New York",1409,83,1326,1230,3848,24541,1939,2003,992,38.1,95,19,383,44,893,1326,513
2013,36005004800,"Census Tract 48, Bronx County, New York",1398,164,1234,1142,3531,23413,1939,2003,1049,40.5,86,9,318,49,842,1234,473
2014,36005004800,"Census Tract 48, Bronx County, New York",1412,178,1234,1141,3694,23187,1939,2004,1011,40.8,96,27,290,32,852,1234,474
2015,36005004800,"Census Tract 48, Bronx County, New York",1415,202,1213,1112,3553,27571,1939,2004,1054,40.9,110,23,319,23,813,1213,366
2016,36005004800,"Census Tract 48, Bronx County, New York",1445,117,1328,1232,4066,28433,1949,2005,1095,43.4,121,15,324,0,931,1328,392
2017,36005004800,"Census Tract 48, Bronx County, New York",1445,120,1325,1198,3844,31026,1952,2007,1119,42.8,110,42,309,0,866,1325,320
2018,36005004800,"Census Tract 48, Bronx County, New York",1490,83,1407,1316,4240,31319,1950,2009,1117,42.5,116,49,292,0,935,1407,359
2019,36005004800,"Census Tract 48, Bronx County, New York",1463,57,1406,1287,4006,30809,1943,2010,1160,40.8,96,27,250,0,982,1406,355
2020,36005004800,"Census Tract 48, Bronx County, New York",1485,30,1455,1329,4170,30650,0,2012,1239,38.5,203,21,229,0,1089,1455,433
2012,36005005001,"Census Tract 50.01, Bronx County, New York",1577,117,1460,1254,4114,27554,1939,2004,1197,45,144,0,632,0,749,1460,491
2013,36005005001,"Census Tract 50.01, Bronx County, New York",1573,141,1432,1262,4047,27028,1939,2005,1230,47.7,178,0,592,0,832,1432,469
2014,36005005001,"Census Tract 50.01, Bronx County, New York",1595,139,1456,1246,4104,27744,1939,2006,1236,49.4,152,0,617,0,723,1456,467
2015,36005005001,"Census Tract 50.01, Bronx County, New York",1610,129,1481,1230,3732,25441,1942,2007,1245,50,160,0,463,0,827,1481,457
2016,36005005001,"Census Tract 50.01, Bronx County, New York",1666,64,1602,1372,4045,23796,1954,2008,1291,50,132,24,421,0,989,1602,589
2017,36005005001,"Census Tract 50.01, Bronx County, New York",1653,89,1564,1381,4046,22641,1952,2008,1285,50,142,32,423,0,993,1564,664
2018,36005005001,"Census Tract 50.01, Bronx County, New York",1651,86,1565,1364,3989,22231,1952,2009,1268,51,128,16,333,7,1017,1565,683
2019,36005005001,"Census Tract 50.01, Bronx County, New York",1666,150,1516,1316,3646,24134,1948,2009,1297,51,140,16,329,7,984,1516,568
2020,36005005001,"Census Tract 50.01, Bronx County, New York",1550,171,1379,1208,3645,25577,0,2010,1298,51,146,16,366,8,841,1379,531
2012,36005005002,"Census Tract 50.02, Bronx County, New York",1909,326,1583,1541,5383,29406,1939,2002,963,37.7,66,23,440,14,1136,1583,555
2013,36005005002,"Census Tract 50.02, Bronx County, New York",1936,280,1656,1589,5285,30806,1939,2003,1042,35.5,110,26,374,29,1153,1656,560
2014,36005005002,"Census Tract 50.02, Bronx County, New York",1965,213,1752,1666,5374,27054,1939,2004,1098,44.4,103,0,349,31,1271,1752,701
2015,36005005002,"Census Tract 50.02, Bronx County, New York",1992,233,1759,1691,5363,NA,1939,2005,1106,40.7,134,0,381,0,1274,1759,753
2016,36005005002,"Census Tract 50.02, Bronx County, New York",2038,178,1860,1796,5397,25882,1939,2006,1168,46.9,154,8,458,0,1321,1860,811
2017,36005005002,"Census Tract 50.02, Bronx County, New York",2001,113,1888,1807,5172,24933,1939,2009,1203,47.7,163,33,475,0,1318,1888,833
2018,36005005002,"Census Tract 50.02, Bronx County, New York",1982,111,1871,1826,5191,24318,0,2010,1214,48,213,32,465,0,1419,1871,802
2019,36005005002,"Census Tract 50.02, Bronx County, New York",2030,97,1933,1834,5219,30891,0,2012,1235,44.5,302,36,492,0,1388,1933,691
2020,36005005002,"Census Tract 50.02, Bronx County, New York",2084,90,1994,1847,5736,32221,0,2013,1315,45,230,31,572,0,1309,1994,698
2012,36005005100,"Census Tract 51, Bronx County, New York",2036,77,1959,1959,5384,19558,1954,2001,460,28.1,183,0,927,0,1205,1959,880
2013,36005005100,"Census Tract 51, Bronx County, New York",2029,72,1957,1957,5816,21423,1954,2002,519,27.3,227,0,792,0,1262,1957,788
2014,36005005100,"Census Tract 51, Bronx County, New York",2032,75,1957,1957,5774,20233,1953,2002,494,28.8,207,0,759,0,1303,1957,827
2015,36005005100,"Census Tract 51, Bronx County, New York",2031,71,1960,1960,5615,18633,1951,2002,493,29.2,171,0,744,0,1323,1960,932
2016,36005005100,"Census Tract 51, Bronx County, New York",2069,85,1984,1984,5638,19657,1953,2004,522,29.5,188,0,629,13,1422,1984,904
2017,36005005100,"Census Tract 51, Bronx County, New York",2116,70,2046,2046,5684,18428,1955,2006,482,29.4,185,0,640,16,1425,2046,1026
2018,36005005100,"Census Tract 51, Bronx County, New York",2143,60,2083,2083,5551,16844,1955,2006,450,31.7,165,0,726,15,1446,2083,1123
2019,36005005100,"Census Tract 51, Bronx County, New York",2221,60,2161,2161,5702,19115,1956,2009,483,32.3,181,0,804,17,1449,2161,1107
2020,36005005100,"Census Tract 51, Bronx County, New York",2186,35,2151,2151,5825,20439,1957,2011,489,33.9,291,0,843,20,1408,2151,1015
2012,36005005200,"Census Tract 52, Bronx County, New York",805,97,708,687,1751,25859,1948,1998,690,26.5,53,0,209,0,490,708,316
2013,36005005200,"Census Tract 52, Bronx County, New York",792,47,745,726,1858,16667,1949,1997,675,28.4,76,0,262,0,480,745,358
2014,36005005200,"Census Tract 52, Bronx County, New York",813,47,766,742,2002,16293,1956,1998,555,27.5,82,0,213,0,546,766,389
2015,36005005200,"Census Tract 52, Bronx County, New York",831,18,813,771,2102,17229,1953,1997,663,29.2,76,0,247,0,538,813,405
2016,36005005200,"Census Tract 52, Bronx County, New York",832,0,832,795,2262,18646,1955,2003,660,27.9,77,0,242,0,554,832,409
2017,36005005200,"Census Tract 52, Bronx County, New York",848,23,825,795,2068,17302,1955,2006,774,30.9,87,0,272,0,542,825,389
2018,36005005200,"Census Tract 52, Bronx County, New York",879,45,834,806,2018,20379,1955,2008,815,31.2,70,0,263,0,558,834,328
2019,36005005200,"Census Tract 52, Bronx County, New York",889,76,813,789,1886,20919,1953,2010,833,29.4,42,0,286,0,531,813,337
2020,36005005200,"Census Tract 52, Bronx County, New York",921,93,828,762,1714,19728,1950,2010,856,29.9,39,0,326,0,470,828,389
2012,36005005300,"Census Tract 53, Bronx County, New York",1869,369,1500,1500,3538,16582,NA,2001,808,37.4,229,11,924,0,601,1500,734
2013,36005005300,"Census Tract 53, Bronx County, New York",1617,355,1262,1262,3008,15087,1974,2001,602,41.2,190,10,771,0,519,1262,700
2014,36005005300,"Census Tract 53, Bronx County, New York",1613,311,1302,1302,3305,16173,1974,2002,785,40.6,199,13,724,0,572,1302,684
2015,36005005300,"Census Tract 53, Bronx County, New York",1647,241,1406,1406,3727,17719,1973,2004,813,38.2,226,14,786,0,618,1406,680
2016,36005005300,"Census Tract 53, Bronx County, New York",1712,227,1485,1485,3866,15141,1973,2005,946,47.7,150,4,823,0,668,1485,830
2017,36005005300,"Census Tract 53, Bronx County, New York",1658,150,1508,1508,4167,13519,1973,2006,1005,48.6,151,13,855,0,653,1508,844
2018,36005005300,"Census Tract 53, Bronx County, New York",1694,103,1591,1591,4483,16210,1974,2008,1112,49.7,201,15,936,0,678,1591,834
2019,36005005300,"Census Tract 53, Bronx County, New York",1701,15,1686,1686,4888,16583,1973,2010,1156,51,203,23,1009,0,703,1686,908
2020,36005005300,"Census Tract 53, Bronx County, New York",1800,14,1786,1786,5142,18015,1973,2010,1218,51,162,20,1141,0,680,1786,968
2012,36005005400,"Census Tract 54, Bronx County, New York",1938,323,1615,1357,4902,26966,1939,2003,1080,39.9,82,0,484,0,910,1615,585
2013,36005005400,"Census Tract 54, Bronx County, New York",1930,258,1672,1342,4810,26134,1939,2004,1079,40.8,105,0,403,0,942,1672,570
2014,36005005400,"Census Tract 54, Bronx County, New York",1942,213,1729,1451,5311,29564,1939,2005,1164,37.1,107,0,487,0,1027,1729,613
2015,36005005400,"Census Tract 54, Bronx County, New York",1979,250,1729,1491,5167,24596,1939,2007,1179,44.1,83,0,441,9,1092,1729,722
2016,36005005400,"Census Tract 54, Bronx County, New York",1967,220,1747,1458,5162,26116,1939,2008,1204,47.6,104,18,434,16,1078,1747,678
2017,36005005400,"Census Tract 54, Bronx County, New York",1960,160,1800,1494,5384,30129,1939,2009,1196,46.1,105,18,490,18,1073,1800,664
2018,36005005400,"Census Tract 54, Bronx County, New York",1977,195,1782,1499,5010,31313,0,2010,1260,44.4,86,17,506,27,1053,1782,621
2019,36005005400,"Census Tract 54, Bronx County, New York",1969,297,1672,1410,4413,31981,0,2011,1276,45.5,58,14,428,49,954,1672,532
2020,36005005400,"Census Tract 54, Bronx County, New York",1953,240,1713,1432,4525,33906,0,2010,1350,42.4,172,16,439,56,1006,1713,533
2012,36005005600,"Census Tract 56, Bronx County, New York",1074,165,909,828,2063,20814,1939,2004,961,34.7,94,9,307,10,513,909,327
2013,36005005600,"Census Tract 56, Bronx County, New York",1068,176,892,822,2166,22045,1939,2004,988,34,97,15,245,13,568,892,347
2014,36005005600,"Census Tract 56, Bronx County, New York",1026,142,884,814,2191,16711,1945,2006,1002,38,57,11,240,14,560,884,455
2015,36005005600,"Census Tract 56, Bronx County, New York",1021,150,871,778,2129,14861,1942,2006,1042,39.6,27,12,247,14,528,871,445
2016,36005005600,"Census Tract 56, Bronx County, New York",1022,114,908,779,2157,16890,1944,2007,1056,38.7,35,20,216,15,544,908,435
2017,36005005600,"Census Tract 56, Bronx County, New York",1011,128,883,722,2035,14938,1943,2006,1085,39.5,38,15,171,4,543,883,433
2018,36005005600,"Census Tract 56, Bronx County, New York",1009,137,872,711,1847,15817,1942,2008,1126,42.3,59,15,133,4,587,872,417
2019,36005005600,"Census Tract 56, Bronx County, New York",1025,157,868,702,1723,19474,0,2010,1107,37.6,101,32,106,4,576,868,353
2020,36005005600,"Census Tract 56, Bronx County, New York",1025,139,886,697,1484,23125,0,2012,1152,34.7,119,38,84,4,575,886,341
2012,36005005902,"Census Tract 59.02, Bronx County, New York",1142,113,1029,851,2266,35179,1939,1996,1086,36.4,179,28,191,0,680,1029,311
2013,36005005902,"Census Tract 59.02, Bronx County, New York",1153,77,1076,909,2489,29841,1939,2000,1128,38,146,32,190,0,707,1076,342
2014,36005005902,"Census Tract 59.02, Bronx County, New York",1145,68,1077,891,2504,34728,1939,1999,1135,37.4,127,60,195,0,643,1077,298
2015,36005005902,"Census Tract 59.02, Bronx County, New York",1140,75,1065,876,2749,37532,1939,2001,1217,38.4,152,38,195,0,647,1065,255
2016,36005005902,"Census Tract 59.02, Bronx County, New York",1125,50,1075,864,2379,28272,1939,2005,1256,50,201,39,174,0,658,1075,382
2017,36005005902,"Census Tract 59.02, Bronx County, New York",1103,70,1033,797,2347,28107,1939,2006,1314,50,170,42,198,0,551,1033,327
2018,36005005902,"Census Tract 59.02, Bronx County, New York",1084,67,1017,776,2145,28693,0,2006,1336,51,163,26,189,0,542,1017,317
2019,36005005902,"Census Tract 59.02, Bronx County, New York",1074,23,1051,857,2410,29204,0,2007,1322,51,134,24,261,0,564,1051,316
2020,36005005902,"Census Tract 59.02, Bronx County, New York",1126,17,1109,797,2088,27019,0,2005,1263,51,211,28,230,0,539,1109,264
2012,36005006000,"Census Tract 60, Bronx County, New York",392,34,358,291,1291,40042,1939,2003,1092,35.5,33,3,52,5,261,358,111
2013,36005006000,"Census Tract 60, Bronx County, New York",382,53,329,266,1031,39531,1939,2004,1097,33.5,39,3,53,6,229,329,97
2014,36005006000,"Census Tract 60, Bronx County, New York",375,61,314,281,1031,41369,1939,2004,1081,30.7,70,2,57,4,233,314,92
2015,36005006000,"Census Tract 60, Bronx County, New York",396,50,346,306,1073,NA,1939,2006,1102,34.6,79,3,69,9,224,346,128
2016,36005006000,"Census Tract 60, Bronx County, New York",402,62,340,323,1215,38859,1939,2006,1118,35.5,73,0,70,11,248,340,116
2017,36005006000,"Census Tract 60, Bronx County, New York",406,45,361,341,1254,37607,1939,2006,1171,38.9,85,0,66,10,261,361,130
2018,36005006000,"Census Tract 60, Bronx County, New York",423,38,385,354,1233,32386,0,2006,1169,44.2,89,0,88,6,272,385,150
2019,36005006000,"Census Tract 60, Bronx County, New York",421,45,376,339,1143,34362,1942,2004,1177,43.8,57,0,94,8,270,376,114
2020,36005006000,"Census Tract 60, Bronx County, New York",407,37,370,314,957,37742,0,2006,1194,41.8,62,0,70,0,284,370,86
2012,36005006100,"Census Tract 61, Bronx County, New York",2172,178,1994,882,1544,41934,1965,1987,876,25.2,214,13,785,0,73,1994,234
2013,36005006100,"Census Tract 61, Bronx County, New York",2250,185,2065,940,1679,40923,1965,1986,936,29.2,264,18,765,0,124,2065,345
2014,36005006100,"Census Tract 61, Bronx County, New York",2361,170,2191,870,1621,41750,1965,1987,952,29.2,236,17,744,0,107,2191,322
2015,36005006100,"Census Tract 61, Bronx County, New York",2368,199,2169,954,1635,45500,1964,1992,954,28.5,239,16,765,18,152,2169,285
2016,36005006100,"Census Tract 61, Bronx County, New York",2349,174,2175,956,1846,40373,1963,1988,1011,32.1,202,33,743,20,153,2175,344
2017,36005006100,"Census Tract 61, Bronx County, New York",2353,150,2203,1062,1964,39412,1963,1987,1082,35.4,318,49,808,20,269,2203,343
2018,36005006100,"Census Tract 61, Bronx County, New York",2328,185,2143,1101,1955,45126,1963,1998,1135,33.1,348,44,757,17,322,2143,246
2019,36005006100,"Census Tract 61, Bronx County, New York",2264,201,2063,1295,2253,43092,1963,1998,1159,35.8,379,56,872,16,396,2063,264
2020,36005006100,"Census Tract 61, Bronx County, New York",2188,117,2071,1217,2315,48736,1964,1996,1154,25.3,343,47,992,0,261,2071,245
2012,36005006200,"Census Tract 62, Bronx County, New York",2490,189,2301,2150,6607,24726,1952,2003,715,30.8,241,0,884,0,1532,2301,819
2013,36005006200,"Census Tract 62, Bronx County, New York",2480,136,2344,2247,7292,24191,1953,2003,607,31,169,0,960,16,1453,2344,978
2014,36005006200,"Census Tract 62, Bronx County, New York",2522,134,2388,2299,7322,24122,1954,2003,545,30.8,149,0,852,14,1692,2388,925
2015,36005006200,"Census Tract 62, Bronx County, New York",2542,108,2434,2320,7184,24163,1956,2004,613,28.9,162,0,980,15,1651,2434,882
2016,36005006200,"Census Tract 62, Bronx County, New York",2531,129,2402,2325,7131,24609,1956,2005,703,29.9,130,0,973,37,1610,2402,909
2017,36005006200,"Census Tract 62, Bronx County, New York",2538,107,2431,2331,6933,23868,1957,2005,730,31.5,123,0,1021,36,1562,2431,962
2018,36005006200,"Census Tract 62, Bronx County, New York",2528,166,2362,2286,6881,25954,1957,2006,765,32,128,44,871,32,1469,2362,955
2019,36005006200,"Census Tract 62, Bronx County, New York",2552,134,2418,2341,6949,22467,1957,2007,763,32.8,181,50,985,26,1343,2418,1067
2020,36005006200,"Census Tract 62, Bronx County, New York",2679,173,2506,2420,6669,27967,1957,2006,823,30.7,125,32,568,19,1847,2506,815
2012,36005006300,"Census Tract 63, Bronx County, New York",2082,84,1998,1772,4921,31910,1939,2001,1098,35.6,339,135,643,58,1027,1998,549
2013,36005006300,"Census Tract 63, Bronx County, New York",2034,142,1892,1672,4518,31291,1939,2000,1098,36.3,223,74,558,79,1034,1892,588
2014,36005006300,"Census Tract 63, Bronx County, New York",2002,173,1829,1604,3990,32695,1939,2001,1120,33.8,237,83,549,85,936,1829,573
2015,36005006300,"Census Tract 63, Bronx County, New York",2013,179,1834,1668,4048,31174,1939,2003,1153,35.3,314,78,538,73,1022,1834,539
2016,36005006300,"Census Tract 63, Bronx County, New York",2012,173,1839,1698,3935,30941,1939,2004,1162,43.6,380,75,564,59,1066,1839,522
2017,36005006300,"Census Tract 63, Bronx County, New York",1982,139,1843,1667,3863,28940,1939,2004,1171,46.8,362,88,523,59,1075,1843,543
2018,36005006300,"Census Tract 63, Bronx County, New York",1988,97,1891,1715,4015,34619,0,2005,1233,41.7,396,83,577,35,1070,1891,459
2019,36005006300,"Census Tract 63, Bronx County, New York",2019,101,1918,1757,4118,36042,0,2006,1321,43.5,354,147,561,31,1140,1918,507
2020,36005006301,"Census Tract 63.01, Bronx County, New York",2005,64,1941,1612,4016,41692,0,2008,1338,38.3,289,120,503,36,1136,1941,468
2020,36005006302,"Census Tract 63.02, Bronx County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2012,36005006400,"Census Tract 64, Bronx County, New York",1426,187,1239,1056,3388,29310,1954,2003,1214,34.2,157,0,446,57,616,1239,340
2013,36005006400,"Census Tract 64, Bronx County, New York",1406,177,1229,1122,3593,31019,1954,2004,1305,39.6,182,0,452,59,628,1229,332
2014,36005006400,"Census Tract 64, Bronx County, New York",1449,211,1238,1098,3139,22361,1951,2006,1222,49.2,152,0,437,55,618,1238,460
2015,36005006400,"Census Tract 64, Bronx County, New York",1457,163,1294,1173,3185,26776,1954,2007,1181,47.3,205,0,479,38,694,1294,517
2016,36005006400,"Census Tract 64, Bronx County, New York",1442,158,1284,1097,2699,25612,1951,2009,1203,47.9,152,0,490,47,550,1284,466
2017,36005006400,"Census Tract 64, Bronx County, New York",1400,113,1287,1110,2777,27917,1953,2008,1227,47.1,247,19,548,0,528,1287,443
