address,county_fips,boroid,censustract,census_tract,geoid,geoid_nyp
10 RICHMAN PLAZA,005,2,53,005300,36005005300,36005005300
184 CORSON AVENUE,085,5,11,001100,36085001100,36085001100
5106 111TH STREET WALK IN APT,081,4,NA,042700,36081042700,NA
3710/12 10TH ST GROUND FLR WARE,081,4,NA,003900,36081003900,NA
260 BROOK AVENUE,005,2,39,003900,36005003900,36005003900
649 BARLOW AVENUE ENTIRE HOUSE,085,5,NA,017012,36085017012,NA
252 KNICKERBOCKER AV,047,3,429,042900,36047042900,36047042900
2800 UNIVERSITY AVENUE,005,2,26702,026702,36005026702,NA
9811 ASTORIA BLVD,081,4,367,036700,36081036700,36081036700
254 EAST 174TH STREET,005,2,22902,022902,36005022902,NA
601 WEST 185TH STREET,061,1,271,027100,36061027100,36061027100
1411 TOWNSEND AVENUE,005,2,223,022300,36005022300,36005022300
8 PAERDEGAT 1ST,047,3,998,099800,36047099800,36047099800
125 EAST 168TH ST,005,2,22102,022102,36005022102,NA
3040 WEST 22ND ST,047,3,352,035200,36047035200,36047035200
133 STARR STREET,047,3,427,042700,36047042700,36047042700
4312 36TH ST,081,4,179,017900,36081017900,NA
422 NEWPORT STREET,047,3,1132,113200,36047113200,36047113200
3041 153RD STREET,081,4,1155,115500,36081115500,36081115500
2647 SEDGWICK AVENUE,005,2,269,026900,36005026900,36005026900
211 EAST 81ST STREET,061,1,138,013800,36061013800,36061013800
14017 84TH DRIVE,081,4,22002,022002,36081022002,NA
227 EAST 82ND STREET,061,1,138,013800,36061013800,36061013800
4725 59TH ST,081,4,245,024500,36081024500,36081024500
772 EAST 233RD STREET,005,2,422,042200,36005042200,36005042200
55 LENOX ROAD,047,3,79602,079602,36047079602,NA
932 HOPKINSON AVEAK 932 THOMAS BOYLAND A,NA,3,NA,NA,NA,NA
819 EAST 173RD STREET,005,2,155,015500,36005015500,36005015500
1238 PROSPECT AVENUE,005,2,131,013100,36005013100,36005013100
218B EDISON ST,085,5,122,012200,36085012200,36085012200
658 HENDRIX STREET,047,3,1124,112400,36047112400,36047112400
1955 WILLIAMSBRIDGE ROAD,005,2,250,025000,36005025000,36005025000
2103 HONEYWELL AVE,005,2,363,036300,36005036300,36005036300
4014 10TH STREET,081,4,25,002500,36081002500,36081002500
155 EAST 108TH ST,061,1,172,017200,36061017200,36061017200
134 SACKMAN STREET,047,3,36502,036502,36047036502,NA
2017 COYLE STREET,047,3,568,056800,36047056800,36047056800
256 REMSEN AVENUE,047,3,866,086600,36047086600,36047086600
8327 BROADWAY,081,4,471,047100,36081047100,36081047100
416B JERSEY STREET,085,5,77,007700,36085007700,36085007700
488 EAST 163RD ST,NA,2,141,NA,36005014100,36005014100
23452355 OCEAN AVE,NA,3,560,NA,36047056000,36047056000
340 SOUTH 3RD STREET,047,3,527,052700,36047052700,36047052700
1632 E 18 AKA 171525 KINGS HWY,NA,3,552,NA,36047055200,36047055200
316 EAST 49TH STREET,061,1,90,009000,36061009000,36061009000
7814 4TH AVENUE,047,3,64,006400,36047006400,36047006400
8615 18TH AVENUE 3RD FLOOR FRONT,047,3,NA,027800,36047027800,NA
2000 GRAND CONCOURSE,005,2,23502,023502,36005023502,NA
45 EAST 135TH STREET,061,1,210,021000,36061021000,36061021000
532 W 207TH ST IN THE BLDG K/A 221,061,1,NA,029300,36061029300,NA
592 VAN BUREN STREET,047,3,395,039500,36047039500,36047039500
60 GLENMORE AVENUE,047,3,906,090600,36047090600,36047090600
3058 BRIGHTON 5TH ST,047,3,362,036200,36047036200,36047036200
3415 94TH ST,081,4,273,027300,36081027300,NA
3020 ATLANTIC AVENUE,047,3,1168,116800,36047116800,36047116800
3873 ORLOFF AVENUE,005,2,279,027900,36005027900,36005027900
315 EIGHTH AVENUE,061,1,93,009300,36061009300,36061009300
471 CENTRAL PARK WES T AKA 13 WEST 107TH,NA,1,NA,NA,NA,NA
541 WEST 29TH STREET,061,1,99,009900,36061009900,NA
120 ASTORIA BLVD,081,4,87,008700,36081008700,36081008700
70 PALADINO AVE,061,1,192,019200,36061019200,36061019200
546 ISHAM STREET,061,1,293,029300,36061029300,36061029300
25 STEUBEN STREET,085,5,40,004000,36085004000,NA
1160 LEBANON STREET,005,2,220,022000,36005022000,36005022000
912 GATES AVENUE,047,3,NA,038500,36047038500,NA
1670 BELL BLVD,081,4,99704,099704,36081099704,NA
15074 116TH ROAD BASEMENT,081,4,NA,027200,36081027200,NA
89 W TREMONT AVENUE,005,2,243,024300,36005024300,36005024300
2683 MORRIS AVENUE,005,2,40304,040304,36005040304,NA
9801 67TH AVENUE,081,4,71306,071306,36081071306,NA
785 LOGAN ST APT 2R 2ND FL REAR,047,3,NA,111600,36047111600,NA
1350 NEW YORK AVENUE,047,3,830,083000,36047083000,36047083000
400 EAST 89TH STREET UNIT 14P,061,1,14402,014402,36061014402,NA
4546 BELL BLVD 1ST FL BAR/RESTAURAT,081,4,NA,144700,36081144700,NA
10 WEST 182 STREET,005,2,251,025100,36005025100,36005025100
24 BAY 20TH STREET,047,3,278,027800,36047027800,36047027800
724 DEKALB AVENUE,047,3,261,026100,36047026100,36047026100
6603 FOREST AVENUE,081,4,587,058700,36081058700,36081058700
362 VAN SICLEN AVE,047,3,1160,116000,36047116000,36047116000
374 EAST 209TH ST,005,2,42901,042901,36005042901,NA
1816 HUNT AVBASEMENT APARTMENT,005,2,NA,023200,36005023200,NA
1177 EAST 82ND STREE,NA,3,996,NA,36047099600,36047099600
561 QUINCY STREET,047,3,279,027900,36047027900,36047027900
240 EAST 2ND STREET,061,1,2202,002202,36061002202,NA
63 NINTH STREET,047,3,119,011900,36047011900,NA
11 PINE STREET,085,5,77,007700,36085007700,36085007700
1162 MADISON AVENUE,061,1,15001,015001,36061015001,NA
990 BRONX PARK SOUTH,005,2,361,036100,36005036100,36005036100
745 TYSENS LANE,085,5,12806,012806,36085012806,NA
2305 GRAND AVENUE,005,2,253,025300,36005025300,36005025300
641 E 169TH ST,005,2,149,014900,36005014900,36005014900
3530 DECATUR AVENUE,005,2,431,043100,36005043100,NA
630 FLUSHING AVE,047,3,257,025700,36047025700,36047025700
2032 EAST 177TH STREET,NA,2,78,NA,36005007800,36005007800
34 NORTH 6TH STREET,047,3,555,054900,36047054900,36047055500
150 WEST 225 STREET,005,1,309,026900,36005026900,36061030900
405 EDGECOMBE AVENUE,061,1,23501,023501,36061023501,NA
2 E 181 ST AKA 2128 JEROME AV,005,2,241,024100,36005024100,36005024100
3534 BRONX BOULEVARD,005,2,378,037800,36005037800,36005037800
1127 SHERIDAN AVENUE,005,2,18102,018102,36005018102,NA
163 WEST 170 STREET,005,2,201,020100,36005020100,36005020100
733 CLINTON STREET,047,3,53,005300,36047005300,NA
1 SHERMAN AVENUE AKA 107119 ELLWOOD STREET,061,1,285,028500,36061028500,36061028500
100110 EAST 118TH STREET,NA,1,182,NA,36061018200,36061018200
19124 109 AVENUE,081,4,504,050400,36081050400,36081050400
5437 48TH STREET,081,4,205,020500,36081020500,36081020500
208 BUSH STREET,005,2,23502,023502,36005023502,NA
2815 COYLE STREET,047,3,622,062200,36047062200,36047062200
3574 DEKALB AVENUE,005,2,431,043100,36005043100,NA
2828 BRONX PARK EAST,005,2,336,033600,36005033600,NA
13670 ROOSEVELT AVESTORE BASEMENT,081,4,NA,085300,36081085300,NA
3420 CLARENDON ROAD,047,3,830,083000,36047083000,36047083000
15313 110TH RD A/K/A 15313 110TH RD,081,4,262,026200,36081026200,36081026200
311 EAST 75TH STREET,061,1,134,013400,36061013400,36061013400
211 WEST 146 STREET,061,1,234,023400,36061023400,36061023400
595 ST MARKS AVERM 8 4TH FL,047,3,NA,022100,36047022100,NA
2395 FIRST AVE,061,1,194,019400,36061019400,36061019400
295 BAINBRIDGE ST,047,3,381,038100,36047038100,36047038100
1260 COMMONWEALTH AVENUE,005,2,76,007600,36005007600,36005007600
54 WADSWORTH TERRACE,061,1,NA,027900,36061027900,NA
2049 20TH LANE,047,3,286,028600,36047028600,36047028600
12508 DEFOE STREET A/K/A 12508 PINEVILLE LANE,081,4,352,035200,36081035200,36081035200
564 WEST 188 STREET,061,1,269,026900,36061026900,36061026900
3540 29TH STREET APARTMENT 1 FRONT,081,4,NA,005300,36081005300,NA
445 BEACH 51ST ST,081,4,97203,097203,36081097203,NA
642 ELDERT LANE,047,3,1200,120000,36047120000,36047120000
161 WEST 140TH ST,061,1,230,023000,36061023000,36061023000
16319 PHROAME AVENUE,081,4,NA,026400,36081026400,NA
85 NAVY WALK,047,3,15,001500,36047001500,NA
11923 180TH STREET,081,4,366,036600,36081036600,36081036600
3184 GRAND CONCOURSE,005,2,413,041300,36005041300,36005041300
2333 BARNES AVENUE,005,2,328,032800,36005032800,36005032800
631 BEACH 9TH STREET,081,4,101001,101001,36081101001,NA
15 MACKAY PLACE APT#5J,047,3,34,003400,36047003400,36047003400
468 PUTNAM AVENUE,047,3,267,026700,36047026700,36047026700
400 WASHINGTON AVE,047,3,197,019700,36047019700,36047019700
1005 JEROME AVENUE,005,2,189,018900,36005018900,36005018900
1832 VICTOR STREET,005,2,236,023600,36005023600,36005023600
569 W 173 ST,061,1,261,026100,36061026100,36061026100
3214 STEINWAY STREET,081,4,155,015500,36081015500,36081015500
89 SACKMAN STREET,047,3,367,036700,36047036700,36047036700
535 PARKSIDE AVE,047,3,802,080200,36047080200,36047080200
870 40TH STREET APT#2 FRONT 2F,047,3,NA,009000,36047009000,NA
8717 80TH STREET,081,4,10,001000,36081001000,36081001000
555 BEACH 66TH ST,081,4,964,096400,36081096400,36081096400
21113 JAMAICA AVE,081,4,542,054200,36081054200,36081054200
1240 MORRISON AVENUE,005,2,62,006200,36005006200,36005006200
1290 OCEAN AVENUE,047,3,764,076400,36047076400,36047076400
7921 QUEENS BOULEVARD AKA 7915 QUEENS BOULEVARD,081,4,485,048500,36081048500,36081048500
840 STANLEY AVENUE,047,3,1116,111600,36047111600,36047111600
735 WALTON AVENUE,005,2,63,006300,36005006300,NA
336 ELTON ST,047,3,1166,116600,36047116600,36047116600
1051 EASTERN PKWY,047,3,351,035100,36047035100,NA
280 WEST 118TH ST,061,1,218,021800,36061021800,36061021800
1580 JEROME AVENUE AUTO REPAIR SUPPLY STORE,005,2,NA,022702,36005022702,NA
915 84TH STREET,047,3,140,014000,36047014000,36047014000
1263 EASTERN PARKWAY 2ND FLOOR,047,3,357,035700,36047035700,NA
3811 SURF AVENUE,047,3,336,033600,36047033600,36047033600
8815 16TH AVE,047,3,174,017400,36047017400,36047017400
11 HILLSIDE AVE,061,1,283,028300,36061028300,36061028300
215 COZINE AVENUE,047,3,1106,110600,36047110600,36047110600
2311 SOUTHERN BOULEV ARD,005,2,393,039300,36005039300,36005039300
2261 BASSFORD AVE,005,2,385,038500,36005038500,36005038500
792 LINCOLN AVE,047,3,1208,120800,36047120800,NA
15007 111TH ROAD 1ST FLOOR APT,081,4,NA,027000,36081027000,NA
209 EAST 165TH ST A/K/A 1045 SHERMA,005,2,NA,018102,36005018102,NA
1579 METROPOLITAN AVENUE,005,2,21001,021001,36005021001,NA
3516 ROPES AVENUE,005,2,456,045600,36005045600,36005045600
712 UNION AVENUE,005,2,79,007900,36005007900,36005007900
1481 WASHINGTON AVENUE,005,2,14702,014702,36005014702,NA
609 EAST 156TH ST,005,2,75,007500,36005007500,36005007500
2406 UNIVERSITY AVENUE,005,2,263,026300,36005026300,36005026300
2550 CRESTON AVENUE,005,2,401,040100,36005040100,36005040100
2794 VALENTINE AVE,005,2,40501,040501,36005040501,NA
920 AVEST JOHN,NA,2,83,NA,36005008300,36005008300
251 WEST 26TH STREET,061,1,95,009500,36061009500,36061009500
40 RICHMAN PLAZA,005,2,53,005300,36005005300,36005005300
3062 DECATUR AVENUE,005,2,425,042500,36005042500,36005042500
30 WEST 141ST STREET,061,1,214,021400,36061021400,36061021400
802 ROGERS AVENUE,NA,3,822,NA,36047082200,36047082200
19923 LINDEN BLVD,081,4,530,053000,36081053000,36081053000
14851 EDGEWOOD ST 1ST FLOOR APT,081,4,NA,066400,36081066400,NA
218 MYRTLE AVENUE,047,3,31,003100,36047003100,NA
1429 HICKS STREET,005,2,386,038600,36005038600,36005038600
855 BRYANT AVENUE,005,2,11502,011502,36005011502,NA
5835 MASPETH AVENUE,081,4,531,053100,36081053100,36081053100
1278 FINDLAY AVENUE,005,2,17701,017701,36005017701,NA
344 EAST 63RD STREET,061,1,110,011000,36061011000,36061011000
706 AMSTERDAM AVE,061,1,183,018300,36061018300,36061018300
3555 OXFORD AVENUE,005,2,295,029500,36005029500,36005029500
355 EAST 187TH ST,005,2,39902,039902,36005039902,NA
140 ELGAR PLACE,005,2,302,030200,36005030200,NA
269 EAST BURNSIDE AVENUE,005,2,381,038100,36005038100,36005038100
870 JENNINGS ST,005,2,123,012300,36005012300,36005012300
206 WEST 92ND STREET,061,1,179,017900,36061017900,36061017900
3 LEXINGTON AVENUE,047,3,231,023100,36047023100,36047023100
2419 HOFFMAN STREET,005,2,387,038700,36005038700,36005038700
1069 HARTMAN LANE,081,4,100802,100802,36081100802,NA
1340 BERGEN STREET,047,3,311,031100,36047031100,36047031100
5031 73RD PLACE BLOCK 2499 LOT 7572,081,4,NA,048900,36081048900,NA
3073 WILLIAMSBRIDGE ROAD UNIT 1,005,2,338,033800,36005033800,NA
18 COALE AVEFRONT DOOR,085,5,NA,015100,36085015100,NA
3111 GLENWOOD ROAD,047,3,786,078600,36047078600,NA
6041 MYRTLE AVENUE,081,4,583,058300,36081058300,36081058300
40 HARRISON STREET,061,1,39,003900,36061003900,36061003900
584 MACDONOUGH ST,047,3,381,038100,36047038100,36047038100
3609 BRONXWOOD AVE,005,2,380,038000,36005038000,36005038000
312 WEBSTER AVE,047,3,482,048200,36047048200,36047048200
1285 DELMAR LOOP,047,3,105801,105801,36047105801,NA
146 BEACH 59TH ST,081,4,97202,097202,36081097202,NA
226 E 53RD STREET,061,1,98,009800,36061009800,36061009800
108 EAST 4TH ST,061,1,38,003800,36061003800,36061003800
4214 156TH STREET,081,4,1187,118700,36081118700,36081118700
1925 SEVENTH AVENUE,061,1,218,021800,36061021800,36061021800
218 EAST 165TH STREET,005,2,18302,018302,36005018302,NA
4600 9TH AVENUE,047,3,94,009400,36047009400,NA
1080 DEKALB AVENUE APT #3,047,3,289,028900,36047028900,36047028900
1014 GERARD AVENUE,005,2,195,019500,36005019500,36005019500
4436 MONTICELLO AVENUE,005,2,444,044400,36005044400,36005044400
149 EAST 118TH ST,061,1,182,018200,36061018200,36061018200
502 WEST 180TH STREET,061,1,261,026100,36061026100,36061026100
42 CHRISTOPHER AVE,047,3,908,090800,36047090800,36047090800
10 PENNYFIELD AVE,005,2,118,011800,36005011800,36005011800
6211 BROADWAY,005,2,351,035100,36005035100,36005035100
2842 GRAND CONCOURSE,005,2,40302,040302,36005040302,NA
10 ARGYLE ROAD,047,3,506,050600,36047050600,36047050600
2060 PITKIN AVENUE,047,3,1144,114400,36047114400,36047114400
61 EAST 95TH STREET,047,3,884,088400,36047088400,36047088400
10164 106TH STREET,081,4,112,011200,36081011200,36081011200
2201 CORTELYOU ROAD,047,3,792,079200,36047079200,NA
8835 164TH ST,081,4,44602,044602,36081044602,NA
2015 CRESTON AVENUE,005,2,241,024100,36005024100,36005024100
2255 BARKER AVENUE,005,2,33201,033201,36005033201,NA
1117 BROADWAY AKA 1128 DEKALB AVENUE,047,3,393,039300,36047039300,36047039300
1655 MONROE AVENUE,005,2,22902,022902,36005022902,NA
2112 NEWBOLD AVENUE,005,2,92,009200,36005009200,36005009200
3046 LACONIA AVENUE,005,2,348,034800,36005034800,36005034800
211 BEDFORD PARK BLV D,005,2,NA,041300,36005041300,NA
283 BROADWAY 1ST DOOR,085,5,NA,010500,36085010500,NA
12010 ROCKAWAY BEAC H BLVD,081,4,NA,093402,36081093402,NA
4360 EDSON AVENUE,005,2,444,044400,36005044400,36005044400
1410 NEW YORK AVENUE,047,3,788,078800,36047078800,NA
1515 MACOMBS ROAD,005,2,21302,021302,36005021302,NA
14546 123RD AVENUE,081,4,18401,018401,36081018401,NA
10019 39TH AVETOP FLOOR,081,4,407,040700,36081040700,NA
2172 FULTON STREET,047,3,369,036900,36047036900,36047036900
13819 109 AVENUE,081,4,202,020200,36081020200,36081020200
1680 RANDALL AVENUE,005,2,20,002000,36005002000,NA
22207 LINDEN BLVD BAKERY,081,4,NA,059600,36081059600,NA
127 STANTON STREET APT 8,061,1,3001,003001,36061003001,NA
946 REV JAMES POLITE AVENUE,005,2,12901,012901,36005012901,NA
430 EAST 66TH STREET,061,1,116,011600,36061011600,36061011600
35 LINDEN BLVD,047,3,79602,079602,36047079602,NA
532 49 AVENUE,081,4,7,000700,36081000700,NA
1404 BROOKLYN AVENUE,047,3,782,078200,36047078200,36047078200
1355 REMSEN AVENUE,047,3,992,099200,36047099200,36047099200
1776 CASTLE HILL AVENUE,005,2,204,020400,36005020400,36005020400
483A NOSTRAND AVENUE GROUND FLOOR STORE EXLUDING BASEE ATTACHED PLAN,047,3,NA,024900,36047024900,NA
501 NEW YORK AVENUE,047,3,329,032900,36047032900,36047032900
1334 LOUIS NINE BLVD,005,2,123,012300,36005012300,36005012300
1953 70TH STREET,047,3,258,025800,36047025800,36047025800
1139 CLAY AVENUE,005,2,175,017500,36005017500,36005017500
20 RICHMAN PLAZA,005,2,53,005300,36005005300,36005005300
765 JACKSON AVENUE,005,2,75,007500,36005007500,36005007500
685 EAST 228TH STREET,005,2,408,040800,36005040800,36005040800
973 44TH STREET,047,3,112,011200,36047011200,36047011200
7336 AMBOY ROAD 2ND 3RD FLAPT,085,5,NA,024401,36085024401,NA
11109 203RD STREET,081,4,518,051800,36081051800,36081051800
8916 175TH ST,081,4,462,046200,36081046200,36081046200
2827 SEDGWICK AVE,005,2,273,027300,36005027300,36005027300
47 FOX HILL TERRACE UNIT 2RIGHT SIDE,085,5,NA,003600,36085003600,NA
1147 229TH DRIVE NORTH,005,2,458,045800,36005045800,36005045800
267 SAND LANE,085,5,74,007400,36085007400,36085007400
160 RIVERSIDE BLVD,061,1,155,015500,36061015500,NA
119 TUDOR PLACE,005,2,197,019700,36005019700,36005019700
2484 7TH AVEAKA ADAM CLAYTON POWELL,061,1,232,023200,36061023200,36061023200
520 TINTON AVENUE,005,2,31,003100,36005003100,36005003100
717 EAST 242 STREET,005,2,442,044200,36005044200,36005044200
53 E 182 STREET,005,2,239,023900,36005023900,36005023900
684 EAST 189TH STREET,005,2,389,038900,36005038900,36005038900
723 CRAWFORD AVENUE,047,3,390,039000,36047039000,36047039000
5414 BEVERLY ROAD BSMT FRONT ROOM,047,3,NA,094600,36047094600,NA
2531 OCEAN PKWY,047,3,370,037000,36047037000,36047037000
1070 FOX STREET,005,2,12701,012701,36005012701,NA
1341 BEACH CHANNEL D RIVE,081,4,NA,103201,36081103201,NA
393 POWELL STREET,047,3,910,091000,36047091000,36047091000
170 WEST 23RD STREET,NA,1,91,NA,36061009100,36061009100
2334 BEDFORD AVENUE,047,3,794,079400,36047079400,36047079400
134 ALASKA STREET,085,5,13302,013302,36085013302,NA
9832 57TH AVENUE LOT H SPACE #13 OF THE BRISBANEBUILDING,081,4,NA,045500,36081045500,NA
11 BROADWAY SUITE 552,061,1,13,001300,36061001300,36061001300
227229 WEST 140TH STREET,NA,1,230,NA,36061023000,36061023000
675 EAST 233RD STREET,005,2,420,042000,36005042000,36005042000
2754 BRONX PARK EAST,005,2,336,033600,36005033600,NA
346 7TH AVENUE,047,3,151,015100,36047015100,36047015100
119 MACON STREET,047,3,249,024900,36047024900,36047024900
940 ST NICHOLAS AVENUE,061,1,239,023900,36061023900,36061023900
3333 HULL AVENUE,005,2,42902,042902,36005042902,NA
835 53 STREET,047,3,106,010600,36047010600,NA
3410 WICKHAM AVENUE,005,2,358,035800,36005035800,36005035800
1386 NELSON AVENUE,005,2,21302,021302,36005021302,NA
11727 146TH STREET,081,4,18402,018402,36081018402,NA
1117 WESTCHESTER AVENUE,NA,2,12701,NA,NA,NA
407 ROGERS AVENUE,047,3,329,032900,36047032900,36047032900
100 ALDRICH STREET,005,2,46201,046201,36005046201,NA
608 GEORGIA AVENUE,047,3,1130,113000,36047113000,36047113000
625 WESTMINISTER RD,047,3,NA,052600,36047052600,NA
2682 VALENTINE AVENUE,005,2,40501,040501,36005040501,NA
2801 MERMAID AVENUE,047,3,NA,032800,36047032800,NA
125 GROVE STREET,047,3,419,041900,36047041900,36047041900
265 EAST 194TH ST A/K/A 265269 EAST 194TH STREET,005,2,40501,040501,36005040501,NA
260 SPRING STREET,061,1,37,003700,36061003700,36061003700
1080 UTICA AVENUE CENTER SPACE,047,3,NA,085000,36047085000,NA
3004 HEATH AVENUE,005,2,273,027300,36005027300,36005027300
320 BEACH 15TH ST,081,4,101001,101001,36081101001,NA
6942 CENTRAL AVE,081,4,625,062500,36081062500,36081062500
70 VAN DUZER STREET REAR BUILDING,085,5,NA,002100,36085002100,NA
1590 UNDERCLIFF AVE,005,2,20501,020501,36005020501,NA
1585 ODELL STREET,005,2,21002,021002,36005021002,NA
11680 GUY R BREWER BLVD,081,4,278,027800,36081027800,36081027800
19506 WOODHULL AVE,081,4,500,050000,36081050000,36081050000
2066 MORRIS AVENUE,005,2,241,024100,36005024100,36005024100
329 BEACH 70 STREET,081,4,954,095400,36081095400,36081095400
148 WEST 141ST ST,061,1,230,023000,36061023000,36061023000
10420 QUEENS BLVD,081,4,71305,071305,36081071305,NA
541 MANOR ROAD,085,5,147,014700,36085014700,36085014700
1240 WASHINGTON AVE,005,2,145,014500,36005014500,36005014500
303 W 11TH STREET,061,1,75,007500,36061007500,36061007500
16633 89TH AVENUE,081,4,460,046000,36081046000,36081046000
1273 PACIFIC ST,047,3,315,031500,36047031500,36047031500
2308 STEINWAY ST STUDIO ONE ROOM,081,4,NA,011700,36081011700,NA
10532 75TH STREET,047,4,NA,118800,36047118800,NA
1125 WYATT STREET,005,2,60,006000,36005006000,36005006000
1560 WILLIAMSBRIDGE ROAD 2ND FLOOR,005,2,286,028600,36005028600,36005028600
3760 63RD STREET,081,4,261,026100,36081026100,36081026100
554 WEST 183RD STREET,061,1,269,026900,36061026900,36061026900
2544 VALENTINE AVE,005,2,39901,039901,36005039901,NA
751 E 224TH STREET,005,2,406,040600,36005040600,36005040600
8330 118TH STREET,081,4,134,013400,36081013400,36081013400
3630 PALMER AVENUE,NA,2,484,NA,NA,NA
11401150 ANDERSON AVE,NA,2,199,NA,36005019900,36005019900
278 NAGLE AVENUE GRDFLRSTORE#2,061,1,293,029300,36061029300,36061029300
15622 SOUTH ROAD AKA TUSKEGEE AIRMEN WAY ROOM #4,081,4,254,025400,36081025400,NA
112 HOWARD AVENUE,047,3,377,037700,36047037700,36047037700
8610 ROOSEVELT AVE,081,4,26901,026901,36081026901,NA
3455 12TH STREET,081,4,43,004300,36081004300,36081004300
5455 KINGS HIGHWAY,047,3,946,094600,36047094600,36047094600
